record_type,original_path,port_paths,status,application_status,priority,original_sha1,original_sha256,port_sha1,reference_count,references,byte_exact_core_copy_count,byte_exact_shipped_count,notes,original_width,original_height,original_mode,original_bit_depth_estimate,original_has_alpha,original_alpha_min,original_alpha_max,original_transparent_pixels,original_partial_alpha_pixels,original_parse,original_frametime,original_interpolate,original_explicit_frames,original_frame_spec
ORIGINAL,textures/items/taint_slime.png,item/tainted_slime.png | original/thaumcraft4/items/taint_slime.png | item/tc4/taint_slime.png,MATCH,USED,P1,43850b823ea4f10f2995b94b761ad13c20ee06c6,681f7248a3567983fed522cde1c18d13af8baa000df4f19fe2765322ba2eeea2,43850b823ea4f10f2995b94b761ad13c20ee06c6,2,item/tainted_slime.png:1 | item/tc4/taint_slime.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,135,10,,,,,
ORIGINAL,textures/items/taint_tendril.png,original/thaumcraft4/items/taint_tendril.png | item/tc4/taint_tendril.png,MATCH,USED,P1,23c36c1c278e05df7b255466f48f375542cca1d0,16f4e75941ada035bd9b2c98f4ca19664d772dc3b21a268d25820746c32b6bbd,23c36c1c278e05df7b255466f48f375542cca1d0,1,item/tc4/taint_tendril.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,200,4,,,,,
ORIGINAL,textures/items/tallow.png,original/thaumcraft4/items/tallow.png | item/tc4/tallow.png,MATCH,USED,P1,713e3f06e9572cb1344262f1b21a3a5ad4a7df60,03a5bea80d70bee78ed0260064e4c10430dcf437eb9496a1a6b219395bbfed8a,713e3f06e9572cb1344262f1b21a3a5ad4a7df60,4,original/thaumcraft4/items/tallow.png:3 | item/tc4/tallow.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,173,3,,,,,
ORIGINAL,textures/items/thaumiumaxe.png,item/thaumium_axe.png | original/thaumcraft4/items/thaumiumaxe.png | item/tc4/thaumiumaxe.png,MATCH,USED,P1,74ac490e09f8f479d1fcddff7231f39857c6c112,c75f0cf7d8c5eed3b75cfd5bf444d04e865f53f4c50e89507ae22e641612f3c6,74ac490e09f8f479d1fcddff7231f39857c6c112,1,item/tc4/thaumiumaxe.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,196,0,,,,,
ORIGINAL,textures/items/thaumiumboots.png,original/thaumcraft4/items/thaumiumboots.png | item/tc4/thaumiumboots.png,MATCH,USED,P1,cb4e85cbf3f5ff3e64630630e5343b4015306d7c,8c887608bce7e30524e75aef9a1079837dfe56d94bc734b10c149c7c6e5ae919,cb4e85cbf3f5ff3e64630630e5343b4015306d7c,1,item/tc4/thaumiumboots.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,152,0,,,,,
ORIGINAL,textures/items/thaumiumchest.png,original/thaumcraft4/items/thaumiumchest.png | item/tc4/thaumiumchest.png,MATCH,USED,P1,e77f232707c33cbb0bae89d4bf3dd06c8de97a72,2dde8849c209def605f68f5d0b5eb0a7c550e6d91f6fe99da7adc9ac6b1cc9c6,e77f232707c33cbb0bae89d4bf3dd06c8de97a72,1,item/tc4/thaumiumchest.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,102,0,,,,,
ORIGINAL,textures/items/thaumiumfortresschest.png,item/thaumium_fortress_chest.png | original/thaumcraft4/items/thaumiumfortresschest.png | item/tc4/thaumiumfortresschest.png,MATCH,USED,P0,d94738ba284c447d8c5f342ec4e7567c832e920a,b30bc77e12885f8b94bc80a350e6bc5efd8431270c398f3330fa4391875edd8e,d94738ba284c447d8c5f342ec4e7567c832e920a,1,item/tc4/thaumiumfortresschest.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,96,0,,,,,
ORIGINAL,textures/items/thaumiumfortresshelm.png,item/thaumium_fortress_helm.png | original/thaumcraft4/items/thaumiumfortresshelm.png | item/tc4/thaumiumfortresshelm.png,MATCH,USED,P0,b750f98d8776e43e5269a91dd02d1f6a0fe9bb27,507b0e9374e1163cd5d92d307c8d27e6d97a332da48a3f8a78c2aaa18487e226,b750f98d8776e43e5269a91dd02d1f6a0fe9bb27,2,original/thaumcraft4/items/thaumiumfortresshelm.png:1 | item/tc4/thaumiumfortresshelm.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,140,0,,,,,
ORIGINAL,textures/items/thaumiumfortresslegs.png,item/thaumium_fortress_legs.png | original/thaumcraft4/items/thaumiumfortresslegs.png | item/tc4/thaumiumfortresslegs.png,MATCH,USED,P0,5559f269d5b5203c12626630ec881981d9cee84e,86662525609486161a828d517bda4c2221f55bf434daf109918e3b9ab589171c,5559f269d5b5203c12626630ec881981d9cee84e,1,item/tc4/thaumiumfortresslegs.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,160,0,,,,,
ORIGINAL,textures/items/thaumiumhelm.png,original/thaumcraft4/items/thaumiumhelm.png | item/tc4/thaumiumhelm.png,MATCH,USED,P1,d0e4fd82e930f719af06942b6958fc0f385af1dc,8d9fa52a6a874becb3982b536c3e48a4f0a462f26697885c1cb91dde995d6505,d0e4fd82e930f719af06942b6958fc0f385af1dc,1,item/tc4/thaumiumhelm.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,148,0,,,,,
ORIGINAL,textures/items/thaumiumhoe.png,item/thaumium_hoe.png | original/thaumcraft4/items/thaumiumhoe.png | item/tc4/thaumiumhoe.png,MATCH,USED,P1,63f9d5530ca719a5897876666e9b08575d959c62,e32d6122d9c0643e1aa55791498d7776148632cf41f6a899f533d5946084a6d9,63f9d5530ca719a5897876666e9b08575d959c62,1,item/tc4/thaumiumhoe.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,205,0,,,,,
ORIGINAL,textures/items/thaumiumingot.png,item/thaumium_ingot.png | original/thaumcraft4/items/thaumiumingot.png | item/tc4/thaumiumingot.png,MATCH,USED,P1,4775106e2c802c7bb8196c5da162fc44eed89e16,c323b01aed47e6d4ab7cb8d39f37c6c905eadc5603210f3054b4482b86d51548,4775106e2c802c7bb8196c5da162fc44eed89e16,5,item/thaumium_ingot.png:1 | original/thaumcraft4/items/thaumiumingot.png:3 | item/tc4/thaumiumingot.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,124,7,,,,,
ORIGINAL,textures/items/thaumiumlegs.png,original/thaumcraft4/items/thaumiumlegs.png | item/tc4/thaumiumlegs.png,MATCH,USED,P1,430e973ecc383a06b0cb69b1169f5b9b326b2602,05f49f3771484e037eaf412ca7609a75b3280baac7dae76334d0c8ac5736af32,430e973ecc383a06b0cb69b1169f5b9b326b2602,1,item/tc4/thaumiumlegs.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,112,0,,,,,
ORIGINAL,textures/items/thaumiumpick.png,item/thaumium_pickaxe.png | original/thaumcraft4/items/thaumiumpick.png | item/tc4/thaumiumpick.png,MATCH,USED,P1,29dd2e594123a5f0f1aa0bb905f85f871cf38e61,2242bd52a462719c3c6e7335c5653a797c68e32b5f901fa193c2b40f016c58f1,29dd2e594123a5f0f1aa0bb905f85f871cf38e61,1,item/tc4/thaumiumpick.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,188,0,,,,,
ORIGINAL,textures/items/thaumiumshovel.png,item/thaumium_shovel.png | original/thaumcraft4/items/thaumiumshovel.png | item/tc4/thaumiumshovel.png,MATCH,USED,P1,5831e9bee3393c75eaa3bcf4e11aa7301b7b0232,bd59023c1a04539b5b4aede58985cf06d00a91c7f94074e692cc609f69b96bdb,5831e9bee3393c75eaa3bcf4e11aa7301b7b0232,1,item/tc4/thaumiumshovel.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,203,0,,,,,
ORIGINAL,textures/items/thaumiumsword.png,item/thaumium_sword.png | original/thaumcraft4/items/thaumiumsword.png | item/tc4/thaumiumsword.png,MATCH,USED,P1,d913f74fba19ac92aaa7bf099b5f8e1481b80da1,f302f41782bd41b3e76e09f066ee42d88cf6950405e161826bdfca2a569e5991,d913f74fba19ac92aaa7bf099b5f8e1481b80da1,1,item/tc4/thaumiumsword.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,180,0,,,,,
ORIGINAL,textures/items/thaumonomicon.png,item/thaumonomicon.png | original/thaumcraft4/items/thaumonomicon.png | item/tc4/thaumonomicon.png,MATCH,USED,P1,7be9fe4519810b78c83adffb28eee09c86dfc619,31231734fee929ee7e29998cd0ced59135aedfd72830bf1d5b4122145367cf3d,7be9fe4519810b78c83adffb28eee09c86dfc619,5,item/thaumonomicon.png:1 | original/thaumcraft4/items/thaumonomicon.png:3 | item/tc4/thaumonomicon.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,32,32,RGBA,32,True,0,255,352,0,,,,,
ORIGINAL,textures/items/thaumonomiconcheat.png,items/thaumonomiconcheat.png | original/thaumcraft4/items/thaumonomiconcheat.png | item/tc4/thaumonomiconcheat.png,MATCH,USED,P1,488a8fa56f18a29b652a7c04f9893d9df0812f08,eecd7212229f38ed2382af8299c862e89b24b9ccd55edeb94a5cc7cfba69e048,488a8fa56f18a29b652a7c04f9893d9df0812f08,8,items/thaumonomiconcheat.png:6 | item/tc4/thaumonomiconcheat.png:2,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,32,32,RGBA,32,True,0,255,352,0,,,,,
ORIGINAL,textures/items/tripletreat.png,original/thaumcraft4/items/tripletreat.png | item/tc4/tripletreat.png,MATCH,USED,P1,7b564dcd31c1dd23c8150e1493f46ad21b14ab3f,4ac7a863e7c0938202797bf1c443817817fbacc970f89202c6349548d761d8fa,7b564dcd31c1dd23c8150e1493f46ad21b14ab3f,1,item/tc4/tripletreat.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,64,RGBA,32,True,0,255,676,9,,,,,
ORIGINAL,textures/items/tripletreat.png.mcmeta,original/thaumcraft4/items/tripletreat.png.mcmeta | item/tc4/tripletreat.png.mcmeta,MATCH,PRESENT_UNUSED,P1,43b18e61328bcac97a44ab649fae3d3885ced00d,491ea51d46bc1f0c0ff11ed9293461cc67de293c7672abbc45f67563f8fe1f1a,43b18e61328bcac97a44ab649fae3d3885ced00d,0,,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,4,False,0,[]
ORIGINAL,textures/items/vis_amulet.png,original/thaumcraft4/items/vis_amulet.png | item/tc4/vis_amulet.png,MATCH,USED,P1,88379e9d517963105593867a350f4e0e22dc374b,9144aafde35408326b3684aa465a834824c2a099299f5780150d61dc5521227e,88379e9d517963105593867a350f4e0e22dc374b,4,original/thaumcraft4/items/vis_amulet.png:3 | item/tc4/vis_amulet.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,128,RGBA,32,True,0,255,1408,0,,,,,
ORIGINAL,textures/items/vis_amulet.png.mcmeta,original/thaumcraft4/items/vis_amulet.png.mcmeta | item/tc4/vis_amulet.png.mcmeta,MATCH,PRESENT_UNUSED,P1,9c53a9473cd34340c9907a50ed79200d9c3c49ff,98e59597bde41fa0438dcea0006e88049947a9ac007a45ae334617118fc12915,9c53a9473cd34340c9907a50ed79200d9c3c49ff,0,,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,2,False,0,[]
ORIGINAL,textures/items/vis_amulet_lesser.png,original/thaumcraft4/items/vis_amulet_lesser.png | item/tc4/vis_amulet_lesser.png,MATCH,USED,P1,dd246523bc49829b051cd88bbaf29205c73800ef,1a79ea22d0dd9ed6b30dcf881dbae6aac43d6f0efa1d132424781aed43ad278c,dd246523bc49829b051cd88bbaf29205c73800ef,1,item/tc4/vis_amulet_lesser.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,181,0,,,,,
ORIGINAL,textures/items/voidaxe.png,item/void_axe.png | original/thaumcraft4/items/voidaxe.png | item/tc4/voidaxe.png,MATCH,USED,P1,6b1bb24e1bd4b3204b94b518f767f2230e939241,425b23d88fb3042a1b9743bb43931bcca8596b03a623ac3d90a7ece63cb649ee,6b1bb24e1bd4b3204b94b518f767f2230e939241,1,item/tc4/voidaxe.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,193,0,,,,,
ORIGINAL,textures/items/voidboots.png,original/thaumcraft4/items/voidboots.png | item/tc4/voidboots.png,MATCH,USED,P1,d942f93e0da82603aa3acb266d18aa33da10dc21,ba439915eddae0c32ccb17d6a1e2331c5c5a09c886661e3c814697cf90c6cb0b,d942f93e0da82603aa3acb266d18aa33da10dc21,1,item/tc4/voidboots.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,152,0,,,,,
ORIGINAL,textures/items/voidchest.png,original/thaumcraft4/items/voidchest.png | item/tc4/voidchest.png,MATCH,USED,P1,f4357eca7145d8e96e161d536e7f96badfe0182b,5ebb0c2bf9ee88180a080698968b53678c7c84e6d857cc6d351d059d7e4bfb43,f4357eca7145d8e96e161d536e7f96badfe0182b,1,item/tc4/voidchest.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,102,0,,,,,
ORIGINAL,textures/items/voidhelm.png,original/thaumcraft4/items/voidhelm.png | item/tc4/voidhelm.png,MATCH,USED,P1,9547ce3eacc4b93f917acadd56af8a2b30d343bd,33c6df5b5877d91e4d98a5e03decd3006aa0e62467248818c28a0907e8966c74,9547ce3eacc4b93f917acadd56af8a2b30d343bd,1,item/tc4/voidhelm.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,140,0,,,,,
ORIGINAL,textures/items/voidhoe.png,item/void_hoe.png | original/thaumcraft4/items/voidhoe.png | item/tc4/voidhoe.png,MATCH,USED,P1,101c36ad48d5bd52cb0685f00b852732a643479f,da0eacd658ccfe39913fc12829b54bcf93d4e96a1c279d496a7352ab28aa7e83,101c36ad48d5bd52cb0685f00b852732a643479f,1,item/tc4/voidhoe.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,204,0,,,,,
ORIGINAL,textures/items/voidingot.png,item/void_ingot.png | original/thaumcraft4/items/voidingot.png | item/tc4/voidingot.png,MATCH,USED,P1,afff97417cfd6cd2de79d21b626fd9d5f5045802,66e23723bcf0f41148078820a5547103986ffc18556c2d6728821eaa6ecc7a8f,afff97417cfd6cd2de79d21b626fd9d5f5045802,4,original/thaumcraft4/items/voidingot.png:3 | item/tc4/voidingot.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,124,0,,,,,
ORIGINAL,textures/items/voidlegs.png,original/thaumcraft4/items/voidlegs.png | item/tc4/voidlegs.png,MATCH,USED,P1,303f095846d009dae90d3c768916049a767fd0be,6afce13ca9211ca6cadcdc98ca4c67f2162957a2e3911f2ebfac402a272c7b5d,303f095846d009dae90d3c768916049a767fd0be,1,item/tc4/voidlegs.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,112,0,,,,,
ORIGINAL,textures/items/voidpick.png,item/void_pickaxe.png | original/thaumcraft4/items/voidpick.png | item/tc4/voidpick.png,MATCH,USED,P1,b32b899bcfb418ac57705a5aeb31ffa8c0feb4f7,ef10130ec8a7cf4aea4b6e7dbae1269a6d4d053c3a27b7ce1da9ca2ae9b47dbf,b32b899bcfb418ac57705a5aeb31ffa8c0feb4f7,1,item/tc4/voidpick.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,192,0,,,,,
ORIGINAL,textures/items/voidrobechest.png,original/thaumcraft4/items/voidrobechest.png | item/tc4/voidrobechest.png,MATCH,USED,P1,987e7a44ba8f2d114b7e785179bdec3721ad930b,bd8b461f1ed3ddbe0f903f0bfd03f8c5e2f56f5598a7ce1d0630deca201f7920,987e7a44ba8f2d114b7e785179bdec3721ad930b,1,item/tc4/voidrobechest.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,176,0,,,,,
ORIGINAL,textures/items/voidrobechestover.png,original/thaumcraft4/items/voidrobechestover.png | item/tc4/voidrobechestover.png,MATCH,USED,P1,4482a2f8d338a649b5210e019d3463070547f94a,a89b9269b019ea75763f9c4600c36b41fb653a9d91f35a9b4c0d73686438257f,4482a2f8d338a649b5210e019d3463070547f94a,1,item/tc4/voidrobechestover.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,140,0,,,,,
ORIGINAL,textures/items/voidrobehelm.png,original/thaumcraft4/items/voidrobehelm.png | item/tc4/voidrobehelm.png,MATCH,USED,P1,04d1e17680fc72ec8ed2f7483740ffc1b7f0a1e5,0d6f1de57a20bf40c50e989d23edfc5b6439719d2a1b9ed0517cc1b8abd26536,04d1e17680fc72ec8ed2f7483740ffc1b7f0a1e5,2,original/thaumcraft4/items/voidrobehelm.png:1 | item/tc4/voidrobehelm.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,106,0,,,,,
ORIGINAL,textures/items/voidrobelegs.png,original/thaumcraft4/items/voidrobelegs.png | item/tc4/voidrobelegs.png,MATCH,USED,P1,939a39310a5bf19be252be0c2bd4933d1dff6d70,7e1fc6efdff8df57d34da4ca9c846da3e4ff511c361cd1eb833b25f4e182cb64,939a39310a5bf19be252be0c2bd4933d1dff6d70,1,item/tc4/voidrobelegs.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,204,0,,,,,
ORIGINAL,textures/items/voidrobelegsover.png,original/thaumcraft4/items/voidrobelegsover.png | item/tc4/voidrobelegsover.png,MATCH,USED,P1,08cead572bdb452096315e889d4fbe2a9f2babf3,c07c81e1503f9b7d9c97ce97d2312f6649a87199b679fb6de11af884e0546fe6,08cead572bdb452096315e889d4fbe2a9f2babf3,1,item/tc4/voidrobelegsover.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,192,0,,,,,
ORIGINAL,textures/items/voidseed.png,item/void_seed.png | original/thaumcraft4/items/voidseed.png | item/tc4/voidseed.png,MATCH,USED,P1,91b70576db4773799e970a82773f1967887a8374,e3df27dd17e8ab60faa14cbe51460ef0bb859e1ba2c200213fbf7088d7614f64,91b70576db4773799e970a82773f1967887a8374,1,item/tc4/voidseed.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,204,0,,,,,
ORIGINAL,textures/items/voidshovel.png,item/void_shovel.png | original/thaumcraft4/items/voidshovel.png | item/tc4/voidshovel.png,MATCH,USED,P1,a3d73add3e7bf73a72fd78eed7530fad5b5f1563,11fbf6643fee70c7cc23e52b3cd8979dab6c695b516c3d69e404e99a325b52b8,a3d73add3e7bf73a72fd78eed7530fad5b5f1563,1,item/tc4/voidshovel.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,201,0,,,,,
ORIGINAL,textures/items/voidsword.png,item/void_sword.png | original/thaumcraft4/items/voidsword.png | item/tc4/voidsword.png,MATCH,USED,P1,278ef8c6aad78c322a985e66c5e82f8222bdc4b3,2bb9f3a52cf5f9a0298630e6317ed3df041728a5a97e99719b31dbc78ca09a5a,278ef8c6aad78c322a985e66c5e82f8222bdc4b3,1,item/tc4/voidsword.png:1,2,3,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,181,0,,,,,
ORIGINAL,textures/items/wand_cap_copper.png,original/thaumcraft4/items/wand_cap_copper.png | item/tc4/wand_cap_copper.png,MATCH,USED,P0,0562db633898a75781b87e30e15637639f1772a5,9dd6b729abf787043f409af42e5da124b2a192ea219ba2a81c5d5ea8a3ac9434,0562db633898a75781b87e30e15637639f1772a5,4,original/thaumcraft4/items/wand_cap_copper.png:3 | item/tc4/wand_cap_copper.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,167,9,,,,,
ORIGINAL,textures/items/wand_cap_gold.png,item/gold_wand_cap.png | item/wand_cap_gold.png | original/thaumcraft4/items/wand_cap_gold.png | item/tc4/wand_cap_gold.png,MATCH,USED,P0,d66e75ad8f0a813560f9c0b1e04afef65cb18c9b,abb525db89320af1ed65d7ebb55693d1018f2d3c87e599284882eb9acb0154ed,d66e75ad8f0a813560f9c0b1e04afef65cb18c9b,5,item/gold_wand_cap.png:1 | original/thaumcraft4/items/wand_cap_gold.png:3 | item/tc4/wand_cap_gold.png:1,3,4,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,167,9,,,,,
ORIGINAL,textures/items/wand_cap_iron.png,item/iron_wand_cap.png | item/wand_cap_iron.png | original/thaumcraft4/items/wand_cap_iron.png | item/tc4/wand_cap_iron.png,MATCH,USED,P0,c8a9bead27bd3683c3daa6638093519bb2243066,d1af5486916767147f77fa18cca0cafc10e9696c4c00b60b8bbef0c011d32df2,c8a9bead27bd3683c3daa6638093519bb2243066,5,item/iron_wand_cap.png:1 | original/thaumcraft4/items/wand_cap_iron.png:3 | item/tc4/wand_cap_iron.png:1,3,4,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,167,9,,,,,
ORIGINAL,textures/items/wand_cap_silver.png,original/thaumcraft4/items/wand_cap_silver.png | item/tc4/wand_cap_silver.png,MATCH,USED,P0,facde6c0bd803037a8b004e4f1a07e6ee04361c0,5699ac62708fcbe3cde7ad18229b5dac8bb5ca1c4288154b4d7fcb1039ab2c88,facde6c0bd803037a8b004e4f1a07e6ee04361c0,4,original/thaumcraft4/items/wand_cap_silver.png:3 | item/tc4/wand_cap_silver.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,48,RGBA,32,True,0,255,501,0,,,,,
ORIGINAL,textures/items/wand_cap_silver.png.mcmeta,item/thaumium_wand_cap.png.mcmeta | item/wand_cap_thaumium.png.mcmeta | original/thaumcraft4/items/wand_cap_silver.png.mcmeta | original/thaumcraft4/items/wand_cap_thaumium.png.mcmeta | original/thaumcraft4/items/wand_cap_void.png.mcmeta | item/tc4/wand_cap_silver.png.mcmeta | item/tc4/wand_cap_thaumium.png.mcmeta | item/tc4/wand_cap_void.png.mcmeta,MATCH,PRESENT_UNUSED,P0,fe2ae47603ffbca974abada861cae72697bc9634,185ecc9cc34346dabd59a24564c1575801f0f4170f94316c36692f4d252347aa,fe2ae47603ffbca974abada861cae72697bc9634,0,,5,8,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,3,False,4,"[0,1,2,1]"
ORIGINAL,textures/items/wand_cap_silver_inert.png,original/thaumcraft4/items/wand_cap_silver_inert.png | item/tc4/wand_cap_silver_inert.png,MATCH,USED,P0,a612e9b3450bc7b30ded5ea75975b6e24ba8bf0d,f0002f2a39805bad029111348a8a721a4d8eb7a87dcef2d79b999915513de2b2,a612e9b3450bc7b30ded5ea75975b6e24ba8bf0d,1,item/tc4/wand_cap_silver_inert.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,167,9,,,,,
ORIGINAL,textures/items/wand_cap_thaumium.png,item/thaumium_wand_cap.png | item/wand_cap_thaumium.png | original/thaumcraft4/items/wand_cap_thaumium.png | item/tc4/wand_cap_thaumium.png,MATCH,USED,P0,ec55bc48cb61e9de1184e16dce21076727bc52a1,42d20ced176e6fe12e995f9f15ad4d18abdc5220bc57a014f2385bd682db2b9f,ec55bc48cb61e9de1184e16dce21076727bc52a1,5,item/thaumium_wand_cap.png:1 | original/thaumcraft4/items/wand_cap_thaumium.png:3 | item/tc4/wand_cap_thaumium.png:1,3,4,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,48,RGBA,32,True,0,255,501,27,,,,,
ORIGINAL,textures/items/wand_cap_thaumium.png.mcmeta,item/thaumium_wand_cap.png.mcmeta | item/wand_cap_thaumium.png.mcmeta | original/thaumcraft4/items/wand_cap_silver.png.mcmeta | original/thaumcraft4/items/wand_cap_thaumium.png.mcmeta | original/thaumcraft4/items/wand_cap_void.png.mcmeta | item/tc4/wand_cap_silver.png.mcmeta | item/tc4/wand_cap_thaumium.png.mcmeta | item/tc4/wand_cap_void.png.mcmeta,MATCH,PRESENT_UNUSED,P0,fe2ae47603ffbca974abada861cae72697bc9634,185ecc9cc34346dabd59a24564c1575801f0f4170f94316c36692f4d252347aa,fe2ae47603ffbca974abada861cae72697bc9634,0,,5,8,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,,,,,,,,,,OK,3,False,4,"[0,1,2,1]"
ORIGINAL,textures/items/wand_cap_thaumium_inert.png,original/thaumcraft4/items/wand_cap_thaumium_inert.png | item/tc4/wand_cap_thaumium_inert.png,MATCH,USED,P0,50fb743426a3389e2387d345b4426ae7bf1c0115,28831a1bde09f3742718084317cb40f7a00b09a8cf967ac9de930afb0a6abcc5,50fb743426a3389e2387d345b4426ae7bf1c0115,1,item/tc4/wand_cap_thaumium_inert.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,16,RGBA,32,True,0,255,167,9,,,,,
ORIGINAL,textures/items/wand_cap_void.png,original/thaumcraft4/items/wand_cap_void.png | item/tc4/wand_cap_void.png,MATCH,USED,P0,29dfb5db5e349d0e92e7171a914fac4303bb52e6,2828db5d7516fa8cf1f4ccbbd79fd551cb1237c1caef1d6e91197bfe733598e3,29dfb5db5e349d0e92e7171a914fac4303bb52e6,2,original/thaumcraft4/items/wand_cap_void.png:1 | item/tc4/wand_cap_void.png:1,1,2,Canonical TC4 asset is shipped byte-exact; runtime appearance still depends on model/UV/render state.,16,48,RGBA,32,True,0,255,501,0,,,,,
